count,magx,magy,magz
0,0.0,-0.003272492347489368,0.001090830782496456
1,0.002181661564992912,0.003272492347489368,0.001090830782496456
2,-0.004363323129985824,-0.01090830782496456,0.002181661564992912
3,-0.004363323129985824,-0.011999138607461015,0.0
4,0.014180800172453928,0.026179938779914945,0.002181661564992912
5,0.0,0.014180800172453928,0.0
6,-0.008726646259971648,-0.015271630954950384,0.0
7,-0.003272492347489368,-0.015271630954950384,-0.001090830782496456
8,0.01090830782496456,0.02399827721492203,0.001090830782496456
9,-0.001090830782496456,0.001090830782496456,-0.002181661564992912
10,0.003272492347489368,0.009817477042468103,0.001090830782496456
11,-0.004363323129985824,-0.011999138607461015,-0.020725784867432664
12,-0.011999138607461015,-0.025089107997418487,0.001090830782496456
13,0.011999138607461015,0.025089107997418487,0.001090830782496456
14,-0.002181661564992912,-0.014180800172453928,-0.001090830782496456
15,-0.006544984694978736,-0.022907446432425576,-0.001090830782496456
16,-0.004363323129985824,-0.004363323129985824,0.0
17,0.009817477042468103,0.04581489286485115,0.003272492347489368
18,-0.004363323129985824,-0.003272492347489368,0.001090830782496456
19,-0.004363323129985824,-0.008726646259971648,-0.002181661564992912
20,0.008726646259971648,0.0272707695624114,0.001090830782496456
21,0.004363323129985824,0.007635815477475192,0.001090830782496456
22,0.006544984694978736,0.009817477042468103,-0.028361600344907856
23,0.004363323129985824,0.013089969389957472,-0.020725784867432664
24,0.00545415391248228,0.008726646259971648,0.0
25,-0.6043202535030366,0.8846637646046258,0.15817046346198613
26,-0.08072147790473774,-0.47451139038595835,0.003272492347489368
27,-0.039269908169872414,0.3839724354387525,-0.35015668118136234
28,-0.5715953300281429,-0.01090830782496456,0.022907446432425576
29,-0.15707963267948966,-0.24870941840919197,-0.0272707695624114
30,0.039269908169872414,0.36324665057131983,0.12326387842209953
31,0.433059820651093,0.8573929950422144,-0.04036073895236887
32,0.41560652813114973,0.09599310885968812,0.11780972450961724
33,0.037088246604879506,-0.23452861823673804,0.12435470920459599
34,-0.06763150851478027,-0.5661411761156606,0.11235557059713497
35,-0.07417649320975901,-0.1734420944169365,-0.01090830782496456
36,-0.016362461737446838,-0.0719948316447661,-0.00545415391248228
37,0.002181661564992912,0.008726646259971648,0.0
38,0.006544984694978736,0.018544123302439753,-0.003272492347489368
39,0.01090830782496456,0.017453292519943295,-0.002181661564992912
40,0.013089969389957472,0.02399827721492203,-0.03381575425739013
41,0.032724923474893676,0.07526732399225546,-0.02181661564992912
42,0.08399397025222712,0.2596177262341565,-0.385063266221249
43,-0.28034351110158917,-0.01090830782496456,-0.16471544815696484
44,0.37306412761378793,-0.22580197197676638,-0.09926560120717749
45,-0.07853981633974483,0.004363323129985824,0.007635815477475192
46,0.20289452554434081,-0.4188790204786391,0.09490227807719166
47,-0.04254240051736178,-0.1636246173744684,0.19198621771937624
48,-0.06763150851478027,-0.11780972450961724,0.11562806294462433
49,-0.2923426497090502,0.09708393964218458,-0.27052603405912107
50,0.06872233929727672,0.0719948316447661,-0.16253378659197193
51,-0.13744467859455345,0.020725784867432664,-0.10690141668465268
52,0.07635815477475191,-0.04363323129985824,-0.15162547876700738
